name,params,length,output_type,parsetime,vars_per_state,add_size,precomp_time,trace_time
brp,N_16_MAX_2,8,ok,125.205489,32,1391,633.054999,2.617789
brp,N_16_MAX_2,12,ok,124.101857,32,1402,650.075919,4.184484
brp,N_16_MAX_2,16,ok,125.288281,32,1413,2435.803435,5.399808
brp,N_16_MAX_2,24,ok,124.236017,32,1413,2507.573562,9.001119
brp,N_16_MAX_2,32,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_2,48,ok,123.206582,32,1392,10765.143786,18.914642
brp,N_16_MAX_2,64,ok,125.286019,32,1378,45893.666241,26.502037
brp,N_16_MAX_2,96,ok,124.425639,32,1406,48094.614857,42.074386
brp,N_16_MAX_2,128,ok,123.365665,32,1391,45626.041594,-1
brp,N_16_MAX_3,8,ok,143.176799,32,1469,1093.382604,-1
brp,N_16_MAX_3,12,ok,139.809510,32,1465,1140.120516,-1
brp,N_16_MAX_3,16,ok,140.155660,32,1469,2285.781537,5.470575
brp,N_16_MAX_3,24,ok,141.758308,32,1469,2360.305224,9.071063
brp,N_16_MAX_3,32,ok,143.220398,32,1465,9298.672539,12.224455
brp,N_16_MAX_3,48,ok,141.172830,32,1470,9239.542481,19.160396
brp,N_16_MAX_3,64,ok,141.160349,32,1465,36913.784627,26.664157
brp,N_16_MAX_3,96,ok,142.696290,32,1479,39258.060600,42.930777
brp,N_16_MAX_3,128,ok,139.131132,32,1476,83695.035884,-1
brp,N_16_MAX_4,8,ok,134.179703,33,1390,795.590817,-1
brp,N_16_MAX_4,12,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_4,16,ok,136.108978,33,1414,8267.529517,6.014097
brp,N_16_MAX_4,24,ok,135.290955,33,1422,8135.356890,9.426236
brp,N_16_MAX_4,32,ok,135.799298,33,1410,27280.582850,12.591425
brp,N_16_MAX_4,48,ok,133.732704,33,1456,26737.981638,19.932764
brp,N_16_MAX_4,64,ok,134.605188,33,1380,80141.749733,27.733257
brp,N_16_MAX_4,96,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_4,128,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_5,8,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_5,12,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_5,16,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_5,24,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_5,32,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_5,48,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_5,64,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_5,96,segfault,-1,-1,-1,-1,-1
brp,N_16_MAX_5,128,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_2,8,ok,129.966377,33,1437,668.099740,2.736136
brp,N_32_MAX_2,12,ok,130.230054,33,1437,671.542465,4.325013
brp,N_32_MAX_2,16,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_2,24,ok,130.024905,33,1437,2628.372365,9.104527
brp,N_32_MAX_2,32,ok,129.264265,33,1458,10957.627103,12.732170
brp,N_32_MAX_2,48,ok,127.905495,33,1433,11179.638163,19.721746
brp,N_32_MAX_2,64,ok,128.627921,33,1408,47062.194642,28.934893
brp,N_32_MAX_2,96,ok,129.334245,33,1435,44187.390181,42.183254
brp,N_32_MAX_2,128,ok,129.790086,33,1441,117500.223351,56.065339
brp,N_32_MAX_3,8,ok,144.627065,33,1434,1198.005299,-1
brp,N_32_MAX_3,12,ok,144.913386,33,1428,1267.825847,-1
brp,N_32_MAX_3,16,ok,143.740687,33,1434,2489.342593,5.759245
brp,N_32_MAX_3,24,ok,143.636329,33,1437,2494.613314,9.504708
brp,N_32_MAX_3,32,ok,144.822088,33,1424,9948.520850,13.089851
brp,N_32_MAX_3,48,ok,147.117105,33,1438,10265.026114,20.669142
brp,N_32_MAX_3,64,ok,142.263947,33,1432,40410.131959,26.651065
brp,N_32_MAX_3,96,ok,141.863271,33,1431,40869.432783,42.515376
brp,N_32_MAX_3,128,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_4,8,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_4,12,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_4,16,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_4,24,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_4,32,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_4,48,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_4,64,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_4,96,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_4,128,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_5,8,ok,119.412466,34,1522,1708.801870,-1
brp,N_32_MAX_5,12,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_5,16,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_5,24,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_5,32,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_5,48,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_5,64,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_5,96,segfault,-1,-1,-1,-1,-1
brp,N_32_MAX_5,128,ok,117.082963,34,1522,178756.520626,58.346557
brp,N_64_MAX_2,8,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_2,12,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_2,16,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_2,24,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_2,32,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_2,48,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_2,64,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_2,96,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_2,128,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_3,8,ok,148.455409,34,1446,1216.943690,-1
brp,N_64_MAX_3,12,ok,147.697309,34,1445,1219.783994,-1
brp,N_64_MAX_3,16,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_3,24,ok,144.821260,34,1441,2532.123578,9.643423
brp,N_64_MAX_3,32,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_3,48,ok,145.486501,34,1444,9778.581385,20.664767
brp,N_64_MAX_3,64,ok,148.020831,34,1445,36716.967805,26.493227
brp,N_64_MAX_3,96,ok,143.133748,34,1443,38313.669470,43.158333
brp,N_64_MAX_3,128,ok,145.220839,34,1440,198649.973714,58.877141
brp,N_64_MAX_4,8,ok,148.704560,35,1886,1215.388568,-1
brp,N_64_MAX_4,12,ok,148.460700,35,1879,1238.048239,4.289608
brp,N_64_MAX_4,16,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_4,24,ok,150.447190,35,1870,5680.845295,9.890444
brp,N_64_MAX_4,32,ok,150.400836,35,1877,19074.656993,13.664587
brp,N_64_MAX_4,48,ok,150.234185,35,1870,19670.860235,21.312056
brp,N_64_MAX_4,64,ok,146.684846,35,1873,52781.353745,29.690905
brp,N_64_MAX_4,96,ok,147.958896,35,1870,105901.833038,44.008683
brp,N_64_MAX_4,128,ok,149.318750,35,1865,256807.276112,60.360361
brp,N_64_MAX_5,8,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_5,12,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_5,16,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_5,24,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_5,32,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_5,48,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_5,64,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_5,96,segfault,-1,-1,-1,-1,-1
brp,N_64_MAX_5,128,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_10,8,ok,807.484367,57,3142,6500.950609,-1
crowds,TotalRuns_3_CrowdSize_10,12,ok,760.039601,57,3142,6457.724383,12.784433
crowds,TotalRuns_3_CrowdSize_10,16,ok,758.489002,57,3140,13203.166111,15.931863
crowds,TotalRuns_3_CrowdSize_10,24,ok,788.830670,57,3139,13694.898693,30.312252
crowds,TotalRuns_3_CrowdSize_10,32,ok,748.258665,57,3142,55633.391686,66.370126
crowds,TotalRuns_3_CrowdSize_10,48,ok,706.467607,57,3139,44584.774539,84.961429
crowds,TotalRuns_3_CrowdSize_10,64,ok,725.271751,57,3141,112456.183033,115.788898
crowds,TotalRuns_3_CrowdSize_10,96,ok,734.471354,57,3139,99671.860660,152.240707
crowds,TotalRuns_3_CrowdSize_10,128,ok,732.874459,57,3139,204535.664955,217.098280
crowds,TotalRuns_3_CrowdSize_15,8,ok,880.091960,57,6278,9102.440943,-1
crowds,TotalRuns_3_CrowdSize_15,12,ok,894.874922,57,6278,9253.980569,13.071547
crowds,TotalRuns_3_CrowdSize_15,16,ok,899.396958,57,6278,43453.582942,15.450916
crowds,TotalRuns_3_CrowdSize_15,24,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_15,32,ok,890.233945,57,6278,89950.814589,88.214417
crowds,TotalRuns_3_CrowdSize_15,48,ok,891.185851,57,6278,86791.188592,113.349393
crowds,TotalRuns_3_CrowdSize_15,64,ok,916.515228,57,6278,397160.072773,157.328548
crowds,TotalRuns_3_CrowdSize_15,96,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_15,128,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_20,8,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_20,12,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_20,16,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_20,24,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_20,32,ok,1476.077586,57,9736,187744.815707,122.462725
crowds,TotalRuns_3_CrowdSize_20,48,ok,1496.455045,57,9736,182983.895025,142.256353
crowds,TotalRuns_3_CrowdSize_20,64,ok,1465.226664,57,9737,864625.957323,210.055798
crowds,TotalRuns_3_CrowdSize_20,96,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_20,128,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_5,8,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_5,12,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_5,16,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_5,24,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_5,32,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_5,48,ok,466.630652,57,1454,31010.814478,62.448242
crowds,TotalRuns_3_CrowdSize_5,64,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_5,96,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_3_CrowdSize_5,128,ok,505.042838,57,1454,124910.514969,151.978182
crowds,TotalRuns_4_CrowdSize_10,8,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_10,12,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_10,16,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_10,24,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_10,32,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_10,48,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_10,64,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_10,96,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_10,128,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_15,8,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_15,12,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_15,16,ok,3938.680988,78,11420,75652.845130,28.819198
crowds,TotalRuns_4_CrowdSize_15,24,ok,3936.762248,78,11420,75218.834139,56.274618
crowds,TotalRuns_4_CrowdSize_15,32,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_15,48,ok,3933.207837,78,11420,383774.874307,1732.784411
crowds,TotalRuns_4_CrowdSize_15,64,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_15,96,ok,3737.933547,78,11422,669557.681589,758.464207
crowds,TotalRuns_4_CrowdSize_15,128,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_20,8,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_20,12,ok,9953.169276,78,17434,57706.067295,23.190260
crowds,TotalRuns_4_CrowdSize_20,16,segfault,-1,-1,-1,-1,-1
crowds,TotalRuns_4_CrowdSize_20,24,ok,10233.322357,78,17435,134934.200981,60.640682
crowds,TotalRuns_4_CrowdSize_20,32,ok,10203.231481,78,17434,640146.939696,390.180966
crowds,TotalRuns_4_CrowdSize_20,48,ok,9908.361672,78,17434,1085114.133015,3226.550479
crowds,TotalRuns_4_CrowdSize_20,64,ok,10074.548376,78,17435,4660809.077151,6170.523402
crowds,TotalRuns_4_CrowdSize_20,96,timeout,-1,-1,-1,-1,-1
egl,N_10_L_2,8,ok,28030.702843,331,25038,151238.758251,-1
egl,N_10_L_2,12,ok,27875.451522,331,25037,148169.439482,-1
egl,N_10_L_2,16,segfault,-1,-1,-1,-1,-1
egl,N_10_L_2,24,ok,28015.667064,331,26954,114681.196213,-1
egl,N_10_L_2,32,segfault,-1,-1,-1,-1,-1
egl,N_10_L_2,48,segfault,-1,-1,-1,-1,-1
egl,N_10_L_2,64,segfault,-1,-1,-1,-1,-1
egl,N_10_L_2,96,ok,27609.541167,331,25040,250006.762023,-1
egl,N_10_L_2,128,ok,27388.726985,331,25035,425638.005025,-1
egl,N_10_L_4,8,ok,13086.646299,250,28619,110569.304977,-1
egl,N_10_L_4,12,ok,13570.298177,250,29091,81988.045725,-1
egl,N_10_L_4,16,segfault,-1,-1,-1,-1,-1
egl,N_10_L_4,24,segfault,-1,-1,-1,-1,-1
egl,N_10_L_4,32,segfault,-1,-1,-1,-1,-1
egl,N_10_L_4,48,segfault,-1,-1,-1,-1,-1
egl,N_10_L_4,64,ok,13228.097498,250,29167,162964.605348,-1
egl,N_10_L_4,96,ok,13295.476162,250,29289,196669.360453,1649.260711
egl,N_10_L_4,128,ok,13196.300726,250,29230,50980.522196,-1
egl,N_5_L_2,8,segfault,-1,-1,-1,-1,-1
egl,N_5_L_2,12,segfault,-1,-1,-1,-1,-1
egl,N_5_L_2,16,segfault,-1,-1,-1,-1,-1
egl,N_5_L_2,24,ok,2248.148206,168,3546,6924.244845,199.135473
egl,N_5_L_2,32,ok,2488.847012,168,3892,9298.916512,266.292724
egl,N_5_L_2,48,ok,2271.320575,168,3474,6180.265475,-1
egl,N_5_L_2,64,ok,2406.371032,168,3997,17303.857383,-1
egl,N_5_L_2,96,ok,2330.563711,168,3526,17184.422291,-1
egl,N_5_L_2,128,ok,2385.884606,168,3539,20614.231833,-1
egl,N_5_L_4,8,ok,7789.292985,249,14472,28749.078663,-1
egl,N_5_L_4,12,ok,7484.461546,249,10309,37231.183881,-1
egl,N_5_L_4,16,ok,7574.287887,249,8905,55547.596159,-1
egl,N_5_L_4,24,ok,7733.705709,249,14487,32419.667733,-1
egl,N_5_L_4,32,ok,7668.017363,249,14058,25636.585578,-1
egl,N_5_L_4,48,ok,7565.330636,249,13242,51417.035479,627.091073
egl,N_5_L_4,64,segfault,-1,-1,-1,-1,-1
egl,N_5_L_4,96,segfault,-1,-1,-1,-1,-1
egl,N_5_L_4,128,segfault,-1,-1,-1,-1,-1
egl,N_5_L_6,8,ok,10574.741764,250,11470,30396.550155,-1
egl,N_5_L_6,12,ok,11518.413946,250,12353,46036.023729,-1
egl,N_5_L_6,16,ok,10556.549346,250,11351,62296.071424,-1
egl,N_5_L_6,24,ok,10144.936973,250,12445,36025.515867,-1
egl,N_5_L_6,32,segfault,-1,-1,-1,-1,-1
egl,N_5_L_6,48,ok,10386.089434,250,11500,68922.184721,-1
egl,N_5_L_6,64,segfault,-1,-1,-1,-1,-1
egl,N_5_L_6,96,ok,10481.885811,250,11524,77162.741357,1412.769492
egl,N_5_L_6,128,ok,10247.925175,250,11567,70386.816623,-1
egl,N_5_L_8,8,segfault,-1,-1,-1,-1,-1
egl,N_5_L_8,12,segfault,-1,-1,-1,-1,-1
egl,N_5_L_8,16,ok,21153.542366,330,18436,117883.087030,-1
egl,N_5_L_8,24,segfault,-1,-1,-1,-1,-1
egl,N_5_L_8,32,segfault,-1,-1,-1,-1,-1
egl,N_5_L_8,48,segfault,-1,-1,-1,-1,-1
